movieId,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
11190,185789,4973,28120,15696,2297,20620,37903,84287,27118,67467,42740,14696,41662,17801,111083,1834,36129,20345,12493,22137,3598,28257,16998,32042,44629,15659,16133,1942,10633,4886,15600,13581,593,2252,14285,30018,891,445,4191,452522,11850,27452,18573,3766,521,328425,46738,308,1414,678,33623,37257,395834,291081,14588,10831,31713,10740,109,213,11092,26748,25300,17057,33613,329865,11223,401898,8785,1092,592,2291,493922,466,11929,8053,12223,110,567,16703,10531,993,22527,5185,9523,5961,20482,20126,14359,10699,381,25376,20246,4174,1985,10440,14788,13012,805,84254
210577,380620,1835,17481,26268,353464,20345,14583,111083,23030,10831,359305,44026,55207,26331,254201,4879,209269,4771,15600,27361,27431,411728,411088,16373,28055,2297,8043,25284,4191,1592,2071,25300,42740,322,395834,31597,60270,4483,489999,48797,10795,10531,311667,14892,11791,31713,22342,13012,11324,807,65754,4043,26337,20416,11439,15472,11033,24229,466,2118,35280,42196,1124,10775,6973,291084,25670,2252,28415,3766,506,44629,2649,11092,29702,28285,488623,8053,15696,6037,4192,1942,14698,1949,45612,26203,10133,544431,27118,329865,28120,10648,3580,84287,348668,17845,25648,4174,1414,13581
11439,184352,14594,19974,42700,26243,16703,255756,27841,11707,20663,1835,27452,572,20329,13012,5185,22342,374617,4192,31593,9597,42228,574,14698,33035,19971,32082,409297,28285,1834,73588,273271,20126,265010,73358,26268,245706,23030,20246,20482,22527,466,4886,29578,6973,446791,26690,10795,84204,26522,678,397243,2297,27118,33623,282984,1942,8043,419704,26331,28415,254201,291081,32075,1622,26332,4176,20649,26748,10440,8053,26719,9756,25670,31713,940,1939,17057,44629,5998,396461,320,10531,12531,2252,322,17845,324560,1985,530385,15247,24253,291084,401898,2760,15600,204922,16998,28438,9523
9523,5185,34374,293670,12531,2760,34069,28415,84204,241848,17111,27452,27118,25103,16703,328425,41402,25670,42740,32042,8053,280996,121875,29140,3766,16007,273271,23963,17801,1985,30018,14359,19974,22342,29917,4191,20246,20126,13252,14892,992,54186,20482,31713,9777,13848,15247,109,9282,38087,1835,11439,1942,86812,446791,20945,169917,2297,2252,14638,940,11791,28285,340837,48138,29578,3580,10133,13581,12395,4922,37903,259693,10633,8329,10528,152780,397243,18030,10795,11190,48797,171372,110,6973,6687,15696,10775,4977,26690,11850,46738,28120,395834,322,16998,20620,45612,15659,2071,2503
23210,29917,31713,4043,30018,241848,10795,17801,19971,346685,25935,29578,273271,20663,32042,280996,204922,152780,5185,26331,4191,14638,44718,12395,14447,11791,446791,8053,8043,9391,19345,181886,25284,328425,20482,6973,15659,14359,32075,12150,13012,26268,93,11092,22804,31679,14595,10775,17481,27452,11850,10742,24936,31930,26522,39473,56811,16703,15613,489999,2760,55448,15600,11439,339877,22527,26719,18801,4176,11028,14588,19974,14594,27118,84287,33613,574,6687,521,10337,1942,13581,992,18995,993,20246,25501,201085,9777,42228,18408,11707,68727,26690,3580,48138,1847,169917,1730,10440,10491
345,92298,29235,348668,270393,31713,111083,1942,1835,14241,54146,19971,16003,28415,28438,255756,126854,27117,185789,401898,411088,302528,38688,1622,367147,18190,84254,31930,12089,47869,22342,181886,373072,184352,228968,491584,363126,4787,32075,29589,20417,27431,26331,10305,16154,254201,41974,572,37258,445,53712,25648,72477,324560,37903,41662,11190,750,374617,46738,33055,27465,11439,419704,11588,5595,15360,63311,280996,86812,185460,53094,33035,13012,17845,55448,293670,43089,84287,12531,30018,245916,308,270774,18897,395834,399057,16373,290751,21712,311667,88174,26332,18649,249397,41402,25993,409297,44026,56811,171372
567,213,426,12493,996,37257,891,521,1092,37939,963,548,28257,111083,19661,910,829,3529,992,93,1835,223,678,940,11190,14638,4886,10633,14588,30018,68352,17057,452522,260,15,592,4808,10775,381,13528,411088,14285,373072,2118,1939,15600,46738,14590,348668,36129,185789,77,10795,2252,993,37903,33623,1949,25376,395834,76804,29084,19974,14359,16007,22137,110,15696,54186,16133,322,4771,20126,196024,16703,750,42740,29589,11462,631733,84287,14696,1124,11850,1834,17801,25670,670,20408,13581,574,14594,293670,28285,329865,1594,3766,419430,302528,4174,15472
198663,76812,521935,146223,363126,5595,36599,169219,18355,13402,348668,17494,12590,236399,400136,10562,15613,36915,16342,17,411999,13252,74777,70577,328387,98568,72477,28501,50838,204922,10742,209269,238615,11099,21786,8271,18476,13150,10424,16180,9022,26203,17845,20187,225574,10988,18041,84204,12205,9395,241257,237756,11588,13944,10900,438,24735,419835,9481,29143,2026,28355,10684,20242,265010,11468,13027,48138,245916,9415,25935,41505,13975,317091,27576,345911,11560,31924,207932,20714,10349,8665,1644,10782,68352,10185,10665,12117,20723,36419,335866,37233,2087,10648,273271,34069,12201,10743,397837,11096,2059
9504,36129,31713,152780,4025,25648,111083,373072,84287,419704,12531,29084,17481,121875,14638,1835,26331,20663,37903,34374,73358,5595,17057,395834,21712,13012,35280,302528,37939,63311,28307,25103,12493,32042,10775,30308,32075,46738,14359,20620,2252,28120,15696,489999,11439,592,30018,42740,26690,17845,17801,4771,49517,548,16133,28415,1949,11190,891,53094,8053,418078,26268,29140,20345,14594,37257,16373,328425,43089,26719,14588,411088,43751,25376,26332,29589,16703,992,35052,44629,569547,18030,20246,260,11850,452522,39859,65754,940,678,1847,291084,1834,419835,49806,20126,6973,322,4552,4977
5503,411999,196024,750,348668,16003,28307,411088,5595,1841,11092,27653,184352,36331,4025,68352,2501,4771,13402,42228,631733,4176,16373,26331,395834,13012,27118,302528,30308,11791,43089,55207,544431,20482,2503,111083,180,354285,17801,11439,4879,270393,19974,9386,20663,29578,891,45612,1835,255756,98568,26522,10133,10633,14359,31713,16140,2252,14588,41402,14241,209269,3580,751,10775,26243,6973,322,15472,12531,359305,1949,33613,320,1124,93,993,56811,4808,20246,2455,14638,328425,12150,745,37686,521,381,25670,10795,32075,17481,28285,34069,4886,186,16703,1594,13528,51876,22555
